### The result of the verage over time 
### d tau = 0.238644
### number of kessence update = 10
### initial time = 11.9322
### 1- tau	2- average(H pi_k)	3- average (zeta)	 4- average (phi)	5-z(redshift)   
   286.63	7.24948e-07	6.2399e-07	7.1639e-07	-0.824967
   287.38	7.26276e-07	6.23732e-07	7.1791e-07	 -0.82588
   288.13	7.27597e-07	6.23474e-07	7.19478e-07	-0.826785
   288.88	7.28912e-07	6.23217e-07	7.21102e-07	-0.827683
   289.63	7.3022e-07	6.22961e-07	7.22779e-07	-0.828575
   290.38	7.31523e-07	6.22706e-07	7.2449e-07	-0.829459
   291.13	7.3282e-07	6.22454e-07	7.26213e-07	-0.830336
   291.88	7.34111e-07	6.22204e-07	7.27929e-07	-0.831207
   292.63	7.35396e-07	6.21955e-07	7.29628e-07	-0.832071
   293.38	7.36676e-07	6.21709e-07	7.31302e-07	-0.832929
   294.13	7.37949e-07	6.21465e-07	7.32953e-07	 -0.83378
   294.88	7.39217e-07	6.21223e-07	7.3458e-07	-0.834624
   295.63	7.40478e-07	6.20982e-07	7.36192e-07	-0.835462
   296.38	7.41734e-07	6.20743e-07	7.37791e-07	-0.836294
   297.13	7.42983e-07	6.20504e-07	7.39376e-07	-0.837119
   297.88	7.44227e-07	6.20266e-07	7.40946e-07	-0.837939
   298.63	7.45465e-07	6.20029e-07	7.42498e-07	-0.838752
   299.38	7.46697e-07	6.19791e-07	7.44034e-07	-0.839558
   300.13	7.47923e-07	6.19553e-07	7.4555e-07	-0.840359
   300.88	7.49143e-07	6.19314e-07	7.47042e-07	-0.841154
   301.63	7.50357e-07	6.19074e-07	7.48506e-07	-0.841943
   302.38	7.51565e-07	6.18833e-07	7.49937e-07	-0.842726
   303.13	7.52766e-07	6.18591e-07	7.51341e-07	-0.843504
   303.88	7.53961e-07	6.18347e-07	7.52718e-07	-0.844275
   304.63	7.5515e-07	6.18102e-07	7.54073e-07	-0.845041
   305.38	7.56333e-07	6.17855e-07	7.5541e-07	-0.845801
   306.13	7.57509e-07	6.17606e-07	7.56734e-07	-0.846556
   306.88	7.58678e-07	6.17355e-07	7.58048e-07	-0.847305
   307.63	7.59842e-07	6.17103e-07	7.59354e-07	-0.848048
   308.38	7.60999e-07	6.16849e-07	7.60655e-07	-0.848787
   309.13	7.6215e-07	6.16593e-07	7.6195e-07	 -0.84952
   309.88	7.63295e-07	6.16336e-07	7.63238e-07	-0.850247
   310.63	7.64434e-07	6.16078e-07	7.64522e-07	-0.850969
   311.38	7.65567e-07	6.15818e-07	7.65802e-07	-0.851686
   312.13	7.66694e-07	6.15558e-07	7.67081e-07	-0.852398
   312.88	7.67815e-07	6.15297e-07	7.68362e-07	-0.853105
   313.63	7.6893e-07	6.15036e-07	7.69645e-07	-0.853807
   314.38	7.70039e-07	6.14775e-07	7.7093e-07	-0.854503
   315.13	7.71143e-07	6.14515e-07	7.72216e-07	-0.855195
   315.88	7.72241e-07	6.14256e-07	7.73502e-07	-0.855882
   316.63	7.73334e-07	6.13998e-07	7.74785e-07	-0.856564
   317.38	7.74421e-07	6.13742e-07	7.76062e-07	-0.857241
   318.13	7.75503e-07	6.1349e-07	7.77333e-07	-0.857913
   318.88	7.76579e-07	6.1324e-07	7.78593e-07	-0.858581
   319.63	7.77649e-07	6.12995e-07	7.7984e-07	-0.859244
   320.38	7.78715e-07	6.12754e-07	7.81075e-07	-0.859902
   321.13	7.79775e-07	6.12519e-07	7.82296e-07	-0.860556
   321.88	7.80829e-07	6.1229e-07	7.835e-07	-0.861205
   322.63	7.81879e-07	6.12069e-07	7.84689e-07	-0.861849
   323.38	7.82923e-07	6.11856e-07	7.85861e-07	-0.862489
   324.13	7.83961e-07	6.11652e-07	7.87014e-07	-0.863125
   324.88	7.84995e-07	6.11459e-07	7.8815e-07	-0.863756
   325.63	7.86023e-07	6.11278e-07	7.8927e-07	-0.864383
   326.38	7.87045e-07	6.1111e-07	7.90373e-07	-0.865006
   327.13	7.88063e-07	6.10956e-07	7.91461e-07	-0.865624
   327.88	7.89076e-07	6.10817e-07	7.92533e-07	-0.866238
   328.63	7.90083e-07	6.10697e-07	7.93586e-07	-0.866848
   329.38	7.91086e-07	6.10595e-07	7.94622e-07	-0.867454
   330.13	7.92084e-07	6.10514e-07	7.95641e-07	-0.868055
   330.88	7.93076e-07	6.10457e-07	7.96645e-07	-0.868653
   331.63	7.94065e-07	6.10425e-07	7.97635e-07	-0.869246
   332.38	7.95048e-07	6.10422e-07	7.98611e-07	-0.869835
   333.13	7.96027e-07	6.10449e-07	7.99578e-07	-0.870421
   333.88	7.97002e-07	6.1051e-07	8.00535e-07	-0.871002
   334.63	7.97972e-07	6.10608e-07	8.01485e-07	 -0.87158
   335.38	7.98939e-07	6.10746e-07	8.02427e-07	-0.872154
   336.13	7.99902e-07	6.10929e-07	8.03364e-07	-0.872724
   336.88	8.00862e-07	6.11161e-07	8.04298e-07	 -0.87329
   337.63	8.01818e-07	6.11446e-07	8.05228e-07	-0.873852
   338.38	8.02771e-07	6.1179e-07	8.06156e-07	-0.874411
   339.13	8.03722e-07	6.12197e-07	8.07082e-07	-0.874965
   339.88	8.0467e-07	6.12676e-07	8.08006e-07	-0.875517
   340.63	8.05616e-07	6.13232e-07	8.0893e-07	-0.876064
   341.38	8.06561e-07	6.13874e-07	8.09852e-07	-0.876608
   342.13	8.07504e-07	6.14611e-07	8.10774e-07	-0.877149
   342.88	8.08447e-07	6.15452e-07	8.11696e-07	-0.877685
   343.63	8.0939e-07	6.1641e-07	8.1262e-07	-0.878219
   344.38	8.10332e-07	6.17495e-07	8.13545e-07	-0.878749
   345.13	8.11276e-07	6.18723e-07	8.14473e-07	-0.879275
   345.88	8.12221e-07	6.20108e-07	8.15403e-07	-0.879798
   346.63	8.13169e-07	6.21668e-07	8.16337e-07	-0.880318
   347.38	8.14119e-07	6.23423e-07	8.17275e-07	-0.880834
   348.13	8.15074e-07	6.25398e-07	8.18221e-07	-0.881347
   348.88	8.16033e-07	6.27618e-07	8.19174e-07	-0.881856
   349.63	8.16999e-07	6.30115e-07	8.20137e-07	-0.882363
   350.38	8.17972e-07	6.32926e-07	8.2111e-07	-0.882866
   351.13	8.18953e-07	6.36091e-07	8.22096e-07	-0.883366
   351.88	8.19945e-07	6.3966e-07	8.23095e-07	-0.883862
   352.63	8.20949e-07	6.43688e-07	8.24111e-07	-0.884356
   353.38	8.21967e-07	6.48241e-07	8.25146e-07	-0.884846
   354.13	8.23002e-07	6.53397e-07	8.26205e-07	-0.885333
   354.88	8.24056e-07	6.5925e-07	8.27293e-07	-0.885818
   355.63	8.25132e-07	6.65911e-07	8.28413e-07	-0.886299
   356.38	8.26235e-07	6.73518e-07	8.29568e-07	-0.886777
   357.13	8.27367e-07	6.82238e-07	8.30764e-07	-0.887252
   357.88	8.28535e-07	6.92272e-07	8.32005e-07	-0.887724
   358.63	8.29744e-07	7.03871e-07	8.33292e-07	-0.888193
   359.38	8.31001e-07	7.1734e-07	8.34633e-07	-0.888659
   360.13	8.32315e-07	7.33064e-07	8.36032e-07	-0.889122
   360.88	8.33695e-07	7.51528e-07	8.37494e-07	-0.889583
   361.63	8.35154e-07	7.7336e-07	8.39024e-07	 -0.89004
   362.38	8.36707e-07	7.99382e-07	8.40621e-07	-0.890495
   363.13	8.38373e-07	8.30684e-07	8.42284e-07	-0.890947
   363.88	8.40176e-07	8.68717e-07	8.43997e-07	-0.891396
   364.63	8.42147e-07	9.1544e-07	8.45733e-07	-0.891842
   365.38	8.44324e-07	9.73525e-07	8.47458e-07	-0.892286
   366.13	8.4676e-07	1.04671e-06	8.49148e-07	-0.892727
   366.88	8.49525e-07	1.14043e-06	8.50778e-07	-0.893165
   367.63	8.52717e-07	1.26278e-06	8.52331e-07	  -0.8936
   368.38	8.56472e-07	1.42631e-06	8.53805e-07	-0.894033
   369.13	8.60994e-07	1.65075e-06	8.55216e-07	-0.894463
   369.88	8.66586e-07	1.9682e-06	8.56568e-07	-0.894891
   370.63	8.73725e-07	2.43378e-06	8.57868e-07	-0.895316
   371.38	8.83198e-07	3.1498e-06	8.59115e-07	-0.895738
   372.13	8.96392e-07	4.32089e-06	8.60309e-07	-0.896158
   372.88	9.15952e-07	6.38628e-06	8.6145e-07	-0.896575
   373.63	9.47415e-07	1.04149e-05	8.62539e-07	 -0.89699
   374.38	1.00428e-06	1.95704e-05	8.63578e-07	-0.897402
   375.13	1.12711e-06	4.5589e-05	8.64571e-07	-0.897812
   375.88	1.48933e-06	0.000156414	8.65522e-07	 -0.89822
   376.63	3.72175e-06	0.00139301	8.66434e-07	-0.898625
   377.38	 0.777578	  1949.31	8.6731e-07	-0.899027
   378.13	      nan	      nan	8.68156e-07	-0.899427
   378.88	      nan	      nan	8.68971e-07	-0.899825
   379.63	      nan	      nan	8.69762e-07	-0.900221
